state,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,JJ,Moderna,Pfizer,Administered_Dose1_Recip,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_65Plus,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_18Plus,Series_Complete_65Plus,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Additional_Doses,Additional_Doses_18Plus,Additional_Doses_50Plus,Additional_Doses_65Plus,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,date,tot_case,tot_death,new_case,new_death
NJ,13464109,13334731,12425368,3271513,493326,5172412,7797735,7017967,6894367,6403183,1514972,6017811,6010883,5582866,1312426,476585,2182523,3358450,476500,2182482,3351648,476266,2181888,2924476,89008,611545,611793,1209559,1208132,916640,576932,531708,654309,23533,29/11/2021,1249454,28348,2241,9
AR,3521460,3492112,3273078,1037739,108245,1516202,1893745,1823691,1796873,1675335,475804,1487634,1485047,1387091,404476,103970,625785,757076,103849,625773,754624,103449,624673,658199,14970,227124,161942,311438,311110,247136,173147,143746,163761,3543,29/11/2021,527794,8655,207,2
IL,17604565,17384715,16222294,4475498,605491,6402962,10572179,8703666,8501837,7884590,1918229,7776092,7759273,7204480,1762281,585395,2695637,4487222,585334,2695522,4470580,582811,2687994,3926018,81495,788136,889191,1716812,1715103,1292754,871989,701568,996900,17792,28/11/2021,1800308,29258,3852,0
WY,623826,620744,590125,203053,26316,276010,320932,307923,304819,287924,88821,262417,262402,248778,80144,24114,110117,128086,24111,110116,128075,24090,110098,114492,3701,40807,35589,63980,63887,52798,38612,27423,35767,762,28/11/2021,110264,1347,0,0
NJ,13301118,13194260,12288496,3241005,489768,5108657,7702067,6966872,6859384,6369994,1508839,5997187,5996693,5570461,1310753,474940,2178625,3343374,474855,2178585,3343005,474621,2177993,2917616,88768,610872,611034,1115616,1114346,862167,553962,485923,608072,21612,28/11/2021,1247213,28339,1869,4
OH,14192281,14075225,13325750,4422043,551249,5471350,8151823,6779515,6663711,6271374,1835926,6175735,6175403,5826146,1744223,513208,2271762,3385997,513197,2271752,3385686,512977,2271228,3037270,88487,788718,864654,1470726,1469240,1178710,840644,617922,829101,23434,28/11/2021,1677741,26483,4245,0
NC,13378128,13262023,12480281,3786635,455721,4994932,7926612,7282242,7173593,6748613,1954891,5660326,5655215,5308093,1456047,438012,2039855,3182341,437992,2039797,3177308,436610,2036938,2834430,49982,700884,705129,694024,693459,539981,364398,278616,404840,10561,28/11/2021,1530614,18676,1634,0
NH,2116124,2102012,1971492,611918,101466,802048,1212550,1173089,1159135,1097613,365397,878808,878567,827390,231626,75920,330648,472170,75894,330542,472061,75864,330390,421070,15809,96260,119522,49884,49836,39364,26320,20346,28636,894,28/11/2021,159371,1683,915,0
KS,3644839,3614352,3378836,1065511,119494,1419726,2102602,1912921,1881900,1753292,502675,1584917,1584842,1477084,414596,113779,595296,875305,113765,595288,875252,113666,594948,767999,17773,197648,198941,326167,325788,255660,180109,138615,183471,3999,28/11/2021,464463,6673,825,0
DE,1387212,1382107,1297767,444726,53692,534535,797314,694961,689786,647118,197529,593295,593234,556871,171904,52413,215818,324530,52403,215806,324491,52356,215693,288295,9536,70636,91445,108625,108541,93671,71106,43071,64467,1081,28/11/2021,152670,2173,263,0
AK,946031,936111,874506,195974,39005,369352,536929,455580,446603,414043,83860,395164,394217,366257,76411,35735,148151,211191,35732,148147,210251,35595,147756,182825,3371,42142,30862,98481,98195,68379,40456,42719,54797,954,28/11/2021,144692,847,0,0
ME,2198768,2173399,2054655,714227,129323,891794,1175587,1093735,1068478,1006657,310101,968553,968488,912787,275210,124053,364614,479439,124033,364607,479401,123978,364552,423848,23775,125311,125916,248143,248018,205277,145952,110305,133670,3962,28/11/2021,118489,1303,0,0
ID,1860658,0,1859260,620841,74500,757391,1026166,902388,0,899255,264492,805110,0,803317,243574,71969,308913,423593,0,0,0,71947,308886,421855,11604,111899,119802,201254,201249,161021,115044,82255,116513,2445,28/11/2021,305762,3899,0,0
NE,2557474,2531395,2368576,736572,84811,940220,1527190,1232270,1206270,1120541,297824,1106433,1106309,1029970,280239,82562,396222,626270,82541,396198,626193,82483,396058,550107,6685,136270,136432,271127,270831,207451,145806,101732,167020,2224,28/11/2021,307896,3146,0,0
MA,11415048,11253160,10527662,2804911,363187,4416230,6635208,5856929,5706930,5313786,1306677,4883284,4871666,4536208,1071468,357660,1796852,2728620,357638,1796841,2717035,356422,1791542,2388109,71258,483934,516220,1004353,1003606,744989,495400,442845,551880,9625,28/11/2021,909705,19351,0,0
LA,5162105,5149156,4882173,1529049,174590,2127733,2857104,2568779,2555745,2407891,658391,2262153,2261968,2142787,623645,163432,907459,1190273,163408,907436,1190136,163264,906963,1071582,21778,296202,305459,415284,414821,342662,241896,160433,250565,4270,28/11/2021,770051,14777,250,0
WV,1689798,1684596,1610217,611333,44323,765950,879051,964820,959666,915274,331980,744003,743689,712057,265582,46219,323225,374290,46204,323136,374080,46146,322921,342745,7269,135158,123043,56636,56586,45743,32125,18040,38112,471,28/11/2021,293389,4817,620,0
AL,5191035,5178153,4923680,1624722,153163,2287438,2750164,2755913,2743211,2599234,771703,2254666,2254560,2144133,665299,149983,959009,1145163,149974,958997,1145078,149898,958557,1035169,35393,353067,276503,393964,393438,331936,239181,185189,203062,5698,28/11/2021,845094,16143,195,0
CT,5898047,5836802,5431577,1585370,223022,2197775,3476067,2970430,2910691,2696104,691952,2558052,2557439,2371312,592551,216193,904742,1436692,216112,904453,1436452,216013,904256,1250724,21473,233199,337786,548090,547783,442592,301846,236774,305334,5968,28/11/2021,418473,8865,0,0
MD,9329572,9223904,8564203,2243127,327439,3454202,5534124,4619856,4515289,4167679,961914,4061450,4060981,3754394,878317,306516,1432939,2318426,306453,1432899,2318063,306265,1432437,2012290,53556,419536,404209,912498,911443,687876,447161,398194,498072,16031,28/11/2021,584137,11186,838,8
CA,58715000,58103512,53924634,13324665,2059881,22222441,34417531,30886780,30327547,28020920,6280377,24827738,24777146,22904216,4962817,1976878,8949555,13896954,1976453,8948851,13847500,1969217,8923658,12007284,195618,2499712,2266148,4624112,4619835,3350429,2164721,1967051,2583291,73475,28/11/2021,5053778,73365,4195,0
TN,8081410,8045075,7656907,2456911,233038,3095485,4713209,3858576,3822883,3615208,1015568,3372783,3372385,3200269,931633,216194,1236897,1910195,216147,1236875,1909871,215922,1236378,1738557,34376,461762,430395,738292,737151,593715,417603,302165,425456,9078,28/11/2021,1313470,16984,715,0
VA,12883121,12706373,11834015,3144668,444019,4632976,7798920,6393468,6233421,5778394,1369702,5516063,5503457,5099912,1207741,416179,1899044,3198051,415791,1898871,3186016,414342,1893464,2789504,70182,564024,572664,1181437,1180243,895759,593684,502646,660332,18265,28/11/2021,964887,14656,0,0
MT,1309960,1300982,1234103,442014,53654,557280,697515,635021,626100,590218,189283,552782,552719,522565,172005,50244,224858,277320,50238,224839,277282,50192,224741,247279,9641,82522,79660,152417,152221,120756,86234,67503,82486,2219,28/11/2021,190071,2631,0,0
NV,3908996,3890769,3655677,1017056,167013,1372661,2368813,2030864,2012938,1881485,466722,1670646,1670604,1570279,397463,160770,571848,937980,160766,571844,937946,160724,571746,837763,24969,184424,188043,280372,280214,224542,158113,111856,164555,3961,28/11/2021,469346,7972,393,0
MO,7329322,7276879,6872736,2220270,224810,2650156,4452053,3642900,3591318,3374151,972936,3117242,3117112,2933500,864799,220538,1097306,1798874,220514,1097293,1798781,220294,1096870,1615915,38556,393306,432777,642006,641431,517467,372707,238864,396714,6396,28/11/2021,904984,15343,1349,9
WA,11228003,11123723,10412801,2827474,435747,4240192,6543562,5508609,5404681,5033893,1183836,4935124,4934586,4602303,1097017,421129,1790063,2721243,421097,1790006,2720796,420806,1789311,2389556,56627,500092,538866,1082782,1081430,823936,569264,455448,613105,13892,28/11/2021,772083,9208,983,0
VT,1101607,1086269,1023012,344611,48583,436222,615934,527825,512719,479007,137219,453418,453367,423429,123525,44924,168773,239460,44907,168761,239438,44846,168723,209616,2476,59596,61300,147118,146970,114600,76471,61254,83598,2256,28/11/2021,44290,388,0,0
NY,29477691,29302226,27480612,6922244,1233544,10842667,17389889,15075041,14898299,13929419,3233140,13268116,13266874,12412710,2857395,1155154,4680195,7429712,1154997,4679968,7428872,1154289,4678108,6577476,178769,1350561,1326784,1745546,1744023,1355557,902072,726052,997003,22454,28/11/2021,1560342,22150,4506,27
SD,1135140,1125501,1058108,351831,35897,451997,647114,586804,577289,539291,164612,480731,480707,451817,137662,35039,185516,260152,35036,185514,260133,35012,185451,231330,4690,68509,64448,107822,107744,87987,62691,47419,59326,1076,28/11/2021,164292,2320,0,0
AZ,9458251,9394233,8777470,2850800,319934,3785007,5334928,4641772,4579383,4247896,1216168,3961885,3961371,3691069,1071738,302862,1525172,2128608,302619,1525145,2128366,302430,1524543,1858918,47814,521687,499402,707024,705798,564128,407280,280221,419531,6982,28/11/2021,1264848,22229,2274,5
NM,3091322,3064244,2859594,859690,103488,1268538,1712803,1594411,1566218,1447621,394780,1328003,1327830,1228071,338916,100786,524155,701241,100771,524133,701105,100638,523761,601875,20257,158303,159430,335171,334756,252106,162284,125559,206619,2949,28/11/2021,312127,5310,1009,0
GA,12185763,12128227,11402566,3134498,299103,4869508,7004514,6223181,6166467,5755938,1377272,5241785,5241041,4925122,1223968,290738,2030989,2916039,290624,2030926,2915477,290293,2030112,2600941,33508,668319,520214,834898,833939,663868,454612,379393,447366,7837,28/11/2021,1662291,30358,700,0
KY,5346850,5307880,5022883,1571375,208821,2225113,2911012,2674722,2636481,2481740,697323,2318846,2318659,2187847,626627,196590,921955,1198837,196559,921942,1198697,196453,921714,1068279,37512,286292,302084,530146,529665,423305,288452,232031,288441,9617,28/11/2021,780681,10852,0,0
RI,1714653,1695985,1591310,468457,58362,651725,1003413,873059,853798,796768,201934,765072,764984,714082,180887,56068,274400,434328,56067,274395,434247,56043,274302,383463,6472,81704,92609,173897,173706,139338,95622,75161,96951,1778,28/11/2021,190489,2915,482,0
CO,8488178,8380390,7843372,1982856,303987,3329231,4848310,4085143,3986112,3702928,807311,3623786,3615356,3363404,740317,287963,1357197,1976782,287936,1357175,1968404,286746,1353496,1721381,25708,353408,360527,925447,924305,645693,417001,408117,505287,11937,28/11/2021,821859,9100,0,0
TX,36862434,36552069,33677095,7918668,1360009,13904075,21595455,18474428,18180346,16645440,3440016,15793073,15790363,14544104,3094897,1230405,5737520,8824789,1230093,5736952,8822960,1228895,5733458,7581414,169313,1476759,1448693,2661067,2655992,1974109,1246548,1173872,1451758,35335,28/11/2021,4306599,72381,268,0
OK,4822388,4796028,4514229,1376002,134535,1962785,2724067,2466343,2440195,2287393,637068,2030324,2030229,1903236,529300,129667,798331,1102177,129652,798313,1102115,129575,798066,975464,19832,268492,240941,375847,375483,305384,218171,161499,210232,4100,28/11/2021,666169,11223,751,0
UT,4001214,3966692,3608913,834117,160394,1443141,2397385,2041421,2007377,1817346,360334,1770907,1770451,1607452,323554,154553,615074,1001271,154516,615038,1000888,154374,614675,838394,16090,138259,169204,283888,283291,210741,149483,96670,183787,3430,28/11/2021,592130,3487,0,0
SC,6118807,6084626,5770994,2003878,202024,2379119,3535780,3080965,3048572,2877082,905331,2634512,2631620,2487095,788090,190343,974936,1468909,190299,974848,1466149,189749,972929,1324095,29822,336026,422049,511988,511548,433725,324222,189541,313567,8566,28/11/2021,917387,14205,254,12
OR,6122487,6054373,5690484,1698448,246007,2285480,3584923,2996512,2934862,2743750,727150,2692675,2686844,2516020,677123,232692,960298,1498076,232689,960294,1492257,231882,957459,1325157,51180,305891,319307,617395,616897,467480,336828,249392,358747,9054,28/11/2021,389549,5116,516,0
IA,4130627,4094183,3862046,1313766,159721,1660636,2309859,1962641,1926543,1804919,532604,1782766,1782713,1674372,501519,151976,685212,945326,151974,685207,945280,151890,685014,837218,13984,263513,223912,495597,495208,397464,282234,230059,260099,5436,28/11/2021,522858,7354,0,0
MI,12554249,12446520,11777498,3828147,408108,4945413,7198823,6069178,5961174,5611024,1637214,5433838,5433588,5121463,1510098,392144,2053960,2986768,392121,2053939,2986564,391856,2053281,2675433,68643,754417,686484,1397768,1396562,1103246,754909,594029,786135,17573,28/11/2021,1469482,25244,5563,0
AR,3474961,3451014,3234201,1025580,107221,1496068,1868409,1809847,1787338,1667048,474332,1480277,1478743,1381713,403566,103435,623843,752200,103315,623832,750799,102915,622734,655298,14892,226612,161623,286457,286162,229686,163481,129351,153645,3074,28/11/2021,527587,8653,374,0
ND,886167,878142,834659,263021,35296,352122,498444,438649,431659,408490,115506,370361,369983,350603,98308,33439,138824,198095,33435,138819,197726,33298,138621,178681,4219,47124,46965,92747,92684,72397,50619,41766,49846,1134,28/11/2021,161302,1877,209,0
IN,7716326,7669860,7239234,2340364,276258,2826419,4587321,3737561,3691717,3464306,973039,3401497,3399800,3202995,924370,264598,1204583,1924645,264574,1204568,1922987,264329,1204270,1726814,29855,452882,437916,689378,688643,563482,404263,253526,427118,8368,28/11/2021,1094600,17386,2528,0
MS,3179082,3170810,2992187,957166,80171,1302752,1794154,1597621,1589505,1490748,426961,1395494,1395399,1314603,394117,77717,551077,766066,77703,551065,765997,77626,550762,685601,17013,201269,175532,239247,238929,204954,144448,111851,124669,2486,28/11/2021,513420,10262,197,0
FL,30501707,30356988,28762107,10376321,1312096,11405041,17673131,15318838,15178958,14318684,4523704,13100793,13098744,12389095,3936737,1263496,4591361,7213094,1262683,4590635,7212591,1261899,4589546,6505069,205666,1896498,1815243,2406202,2403970,2073935,1548351,1062430,1306489,34486,28/11/2021,3689788,61538,1123,0
HI,2070008,2049154,1923890,579958,54808,664470,1256668,1156297,1136065,1060005,292322,859993,858447,807972,237547,54810,275540,511501,54774,275489,510053,54644,274929,460274,10494,97641,127995,117568,117418,91265,64655,30976,85694,873,28/11/2021,84615,1007,149,3
WI,8080069,8004226,7549457,2490123,300696,3115321,4662566,3807811,3732160,3492909,1000987,3452828,3452517,3241807,942305,283250,1276632,1892435,283228,1276614,1892164,283044,1276298,1681978,29413,453491,459179,929416,928677,723308,505450,361756,557621,10010,28/11/2021,968291,9944,0,0
PA,18031448,17875744,16883935,5481567,655703,7077762,10296639,10349983,10197826,9635035,3021764,7430988,7429253,7006002,2023996,658214,2769772,4002423,658146,2769627,4000902,657729,2767750,3579986,84623,951383,987728,943177,942380,751313,525379,418812,520769,3571,28/11/2021,1725902,33283,4159,32
MN,8109317,7988151,7473353,2261947,325276,2992954,4788576,3864994,3751918,3486162,917071,3508269,3500032,3253743,865635,311367,1245871,1950241,311350,1245853,1942040,310858,1243635,1698487,49608,364183,451607,1005384,1004578,761002,518714,383169,608772,13274,28/11/2021,895229,9462,0,0
ND,886167,878142,834659,263021,35296,352122,498444,438649,431659,408490,115506,370361,369983,350603,98308,33439,138824,198095,33435,138819,197726,33298,138621,178681,4219,47124,46965,92747,92684,72397,50619,41766,49846,1134,27/11/2021,161093,1877,0,0
IN,7716326,7669860,7239234,2340364,276258,2826419,4587321,3737561,3691717,3464306,973039,3401497,3399800,3202995,924370,264598,1204583,1924645,264574,1204568,1922987,264329,1204270,1726814,29855,452882,437916,689378,688643,563482,404263,253526,427118,8368,27/11/2021,1092072,17386,2528,0
KS,3644839,3614352,3378836,1065511,119494,1419726,2102602,1912921,1881900,1753292,502675,1584917,1584842,1477084,414596,113779,595296,875305,113765,595288,875252,113666,594948,767999,17773,197648,198941,326167,325788,255660,180109,138615,183471,3999,27/11/2021,463638,6673,825,0
PA,18031448,17875744,16883935,5481567,655703,7077762,10296639,10349983,10197826,9635035,3021764,7430988,7429253,7006002,2023996,658214,2769772,4002423,658146,2769627,4000902,657729,2767750,3579986,84623,951383,987728,943177,942380,751313,525379,418812,520769,3571,27/11/2021,1721743,33251,5143,4
MT,1309960,1300982,1234103,442014,53654,557280,697515,635021,626100,590218,189283,552782,552719,522565,172005,50244,224858,277320,50238,224839,277282,50192,224741,247279,9641,82522,79660,152417,152221,120756,86234,67503,82486,2219,27/11/2021,190071,2631,0,0
KY,5346850,5307880,5022883,1571375,208821,2225113,2911012,2674722,2636481,2481740,697323,2318846,2318659,2187847,626627,196590,921955,1198837,196559,921942,1198697,196453,921714,1068279,37512,286292,302084,530146,529665,423305,288452,232031,288441,9617,27/11/2021,780681,10852,0,0
FL,30501707,30356988,28762107,10376321,1312096,11405041,17673131,15318838,15178958,14318684,4523704,13100793,13098744,12389095,3936737,1263496,4591361,7213094,1262683,4590635,7212591,1261899,4589546,6505069,205666,1896498,1815243,2406202,2403970,2073935,1548351,1062430,1306489,34486,27/11/2021,3688665,61538,1071,1
